Iteration,Average Episodic Length,Average Episodic Return,Average Actor Loss,Average Critic Loss,Timesteps So Far,Iteration Time (secs)
1,32.0,-2.53,0.97796994,1.1384382,32,8.03
2,32.0,-1.88,0.6062707,0.43441597,64,8.7
3,32.0,-1.75,0.6136577,0.4174528,96,7.19
4,32.0,-2.21,0.78482044,0.7002789,128,7.13
5,32.0,-2.17,0.81496286,0.73024404,160,7.54
6,32.0,-2.7,0.8308789,0.9787438,192,6.64
7,32.0,-2.23,0.72259235,0.67861116,224,7.38
